# Event Name	Frame Name	Core/Non-Core Frame Element	Frame Element Name	Frame/Frame Element Definition	Is Argument Role?	Merged Argument Role (if previous column is 3)	Is Entity?
		Core	Agent	The Agent is the actor who instigates the filling.		1		1
		Core	Theme	The Theme is the physical object or substance which changes location. Rev. Lovejoy carefully brushed the rolls with butter.		1		1
		Non-Core	Instrument	The Instrument with which the filling occurs.		1		1
		Non-Core	Depictive	Depictive phrase describing the Agent of the filling action.		0		
		Non-Core	Degree	Degree to which the filling occurs.		0		
		Non-Core	Path	The Path is the trajectory of the motion.  Jess filled the container through a small hole in the lid.		1		0
		Non-Core	Manner	The Manner in which the filling occurs.		0		
	Placing			Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.  In this frame, the Theme is under the control of the Agent/Cause at the time of its arrival at the Goal.				
		Non-Core	Area	The Area is the setting into which the Theme is placed.		0		
		Non-Core	Cotheme	This is the second moving object, expressed as a direct object or an oblique.		3	Theme	
		Non-Core	Path	Any description of a trajectory of motion which is neither a Source nor a Goal expresses the frame element Path. In this frame, Path expressions almost always have a via-sense.		3	Path	
		Non-Core	Beneficiary	This extrathematic FE applies to participants that derive a benefit from the occurrence of the event specified by the target predicate. Further, the target predicate should involve some sort of Agent that intends that the benefit go to the Beneficiary.		0		
		Non-Core	Result	This FE identifies the Result of the Placing.		0		
		Non-Core	Manner	Any expression which describes a property of the placing action which is not directly related to the trajectory of the Theme's motion expresses the frame element Manner. Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.		0		
		Non-Core	Explanation	The Explanation indicates why the Placing occurs.		0		
		Non-Core	Means	The Means is an act whereby the Agent achieves the placing of the Theme.		3	Means	
		Non-Core	Distance	This FE is any expression which characterizes the extent of motion.		0		
		Core	Goal	The FE Goal is the location where the Theme ends up. This FE is profiled by words in this frame.		3	Location	
		Non-Core	Purpose	An action that the Agent intends to accomplish by perform the placing action.		0		
		Core	Theme	The Theme is the object that changes location during the Placing.		3	Theme	
		Non-Core	Duration	The Duration is the amount of time for which the Theme is to stay in the Goal location.		0		
		Non-Core	Degree	The Degree indicates the degree to which the placing occurs.		0		
		Non-Core	Speed	The Speed is the rate at which Placing occurs.		0		
		Non-Core	Source	The Source is the initial location of the Theme, before it changes location.		3	Source	
		Core	Cause	Grass , which is sown with clover , provides rich pasture for cattle in summer and the clover is another plant which puts nitrogen into the soil .		3	Cause	
		Non-Core	Depictive	This FE identifies any Depictive phrase describing the Agent or Theme of the placing.		0		
		Non-Core	Time	Time is when the Placing occurs		1		1
		Non-Core	Place	The Place indicates where the Placing occurs.		1		1
		Core	Agent	The Agent is the person (or other force) that causes the Theme to move.		3	Agent	
	Being_located			A Theme is in a stable position with respect to a Location.				
		Non-Core	Depictive	A Depictive expression describes a state or condition of the Theme independent of its location.		0		
		Core	Theme	An entity which is at a particular Location		3	Theme	
		Non-Core	Time	The time at which the Theme is at the Location.		1		1
		Non-Core	Cotheme	This frame element is used to denote phrases that specifically entail an entity which is conceived as moving relative to another entity.		3	Theme	
		Non-Core	Dependent_state	A state (of the Theme) that results as a consequence of the Theme being situated at the Location.		0		
		Non-Core	Place	The location (generally presumed to be known to the interlocutor) with respect to which the location of the Theme can be understood.		1		1
		Core	Location	A salient entity that the Theme is located with respect to.		1		1
Causation	Cause_to_start			A Cause, animate or inanimate, causes a process, the Effect, to begin.				
		Non-Core	Circumstances	The state of the world at the time when the Cause produces the Effect.		0		
		Non-Core	Event_description	This FE applies to appraisals of the event, typically a judgment of its expectedness		0		
		Non-Core	Medium	Medium is the physical or abstract setting in which the Cause results in the Effect.		0		
		Non-Core	Explanation	The reason why or the way in which the Cause causes the Effect.		0		
		Non-Core	Communicative_force	This FE indicates the Communicative_force or authority with which the target operates (often denoted by words such as "officially," "formally," "technically," etc.).		0		
		Non-Core	Means	The Means is the way in which the Cause causes the process to begin.		1		0
		Core	Cause	An animate or inanimate entity, a force, or event that produces an effect. Volitionality is not a necessary characteristic of Causes.   The programme sparked a public outcry.		1		0
		Non-Core	Manner	The way in which the Cause causes the Effect.		0		
		Non-Core	Place	This FE identifies the Place where the Effect occurs.		1		1
		Non-Core	Time	This FE is for the Time  when causing to start occurs		1		1
		Non-Core	Containing_event	This FE denotes an event that occurs or state of affairs that holds at a time that includes the time during which the event or state of affairs reported by the target occurs and of which it is taken to be a part.		0		
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
		Non-Core	Purpose	To what end the Cause caused the Effect.		0		
		Non-Core	Particular_iteration	Expressions marked with this extra-thematic FE modify a non-iterative use of the target, and indicate that it is conceived as embedded within an iterated series of similar events or states. In addition, most expressions of Particular_iteration indicate which instance of the series is being referred to.		0		
		Non-Core	New_situation	A consecutive event to the starting of the Effect.		0		
		Core	Effect	This Frame Element marks expressions that indicate the process that the Cause initiates.		1		0
		Non-Core	Depictive	This FE identifies the  Depictive phrase describing the actor or undergoer of an action.		0		
		Non-Core	Co-timed_event	This FE identifies the first Co-timed_event of the started Effect.		0		
	Causation			A Cause causes an Effect.  Alternatively, an Actor, a participant of a (implicit) Cause, may stand in for the Cause.  The entity Affected by the Causation may stand in for the overall Effect situation or event.				
		Non-Core	Explanation	The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the target's proposition, but not in all cases.		0		
		Core	Affected	Agents in a joint or reciprocal action (e.g. exchange)		1		1
		Core	Actor	An entity which participates in a Cause, perhaps volitionally and perhaps not.		1		1
		Non-Core	Means	An action through which the Actor or Cause accomplishes the action indicated by the target.		3	Means	
		Non-Core	Circumstances	Circumstances describe the state of the world (at a particular time and place) which is specifically independent of the event itself and any of its participants.		0		
		Non-Core	Cause	A force, process, or event that produces an effect.		3	Cause	
		Non-Core	Manner	Any holistic description of the event, including overall depictions (the same way) and descriptions pertaining to the Actor's influence on the character of the event (eagerly, quietly).		0		
		Non-Core	Place	Where the event takes place.		1		1
		Non-Core	Effect	A positive or negative evaluation of the Phenomenon.		3	Effect	
		Non-Core	Time	This FE identifies the Time when the event occurs.		1		1
		Non-Core	Frequency	How often the action denoted by the target occurs.		0		
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
Arriving	Drop_in_on			A Visitor arrives at the Host_location as a guest of the Host, for the purpose of achieving a Purpose. The Purpose is often social in nature, i.e., the visit itself constitutes a goal.				
		Non-Core	Explanation	A state of affairs that explains why the Visitor is making a visit.		0		
		Non-Core	Place	The larger area within which the visiting takes place.		1		1
		Non-Core	Frequency	The frequency with whic hthe Visitor drops in on a Host.		0		
		Non-Core	Purpose	This FE identifies the purpose for which the Visitor arrives at a location associated with the Host.		1		0
		Non-Core	Manner	A Manner expression  describes a property of motion which is not directly related to the trajectory of motion.  Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.		0		
		Non-Core	Path	Path is any description of a trajectory of motion which is neither a Normal_location nor the Host or Host_location.  In this frame, Path expressions almost always have a via-sense.		1		0
		Core	Visitor	The Visitor arrives at the Host_location to visit the Host for a Purpose.		1		1
		Non-Core	Means	This FE identifies the Means by which an Visitor arrives.		1		0
		Non-Core	Containing_event	The Containing_event denotes an event or state of affairs that occurs or holds at a time that includes the time during which the visiting takes place.		0		
		Core	Host	The Host is the person highly associated with the goal location of the Visitor, and who allows the Visitor onto his/her territory, and possibly to make use of available resources. The Host and Visitor and in a host-guest relationship.		1		1
		Non-Core	Duration	The length of time that the Visitor remains with the Host.		0		
		Non-Core	Mode_of_transportation	The Mode_of_transportation expresses how the motion of the Visitor is effected, by its body or by a vehicle which holds and conveys the Visitor.   Vehicles can move in any way and in any medium. They are usually expressed obliquely with 'in' or 'by'.		3	Means	
		Non-Core	Normal_location	Normal_location is any expression which implies a definite starting-point of motion. While Normal_location expressions are possible in this frame, they are relatively infrequent.  If present, they often express a general direction from which a Visitor moves, rather than a landmark away from which it moves.		3	Source	
		Non-Core	Time	This FE identifies the Time when arriving occurs.		1		1
		Non-Core	Particular_iteration	This FE indicates that the visiting is a particular instance in a series of repeated visiting events.		0		
		Core	Host_location	The Host_location is a place primarily associated with the Host.		3	Goal	
	Visitor_arrival			An Agent arrives at a Goal that should enable their Purpose.				
		Core	Goal	Goal is any expression that tells where the Agent ends up, or would end up, as a result of the motion.  Although always conceptually present and specific, Goal may sometimes be understood from context, rather than expressed by any separate constituent. Our visitors arrived yesterday.		1		1
		Non-Core	Normal_location	Normal_location is any expression which implies a definite starting-point of motion. While Normal_location expressions are possible in this frame, they are relatively infrequent.  If present, they often express a general direction from which a Agent moves, rather than a landmark away from which it moves.		3	Source	
		Non-Core	Path	Path is any description of a trajectory of motion which is neither a Normal_location nor a Goal.  In this frame, Path expressions almost always have a via-sense.		3	Path	
		Non-Core	Purpose	This FE identifies the purpose for which the Agent arrives at the Goal.		3	Purpose	
		Non-Core	Place	The place where the arrival occurs.		3	Place	
		Core	Agent	Agent is the object that moves under its own power.		3	Visitor	
		Non-Core	Time	This FE identifies the Time when arriving occurs.		1		1
		Non-Core	Means	This FE identifies the Means by which an Agent arrives.		3	Means	
		Non-Core	Manner	A Manner expression  describes a property of motion which is not directly related to the trajectory of motion.  Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.		0		
		Non-Core	Mode_of_transportation	The Mode_of_transportation expresses how the motion of the Agent is effected, by its body or by a vehicle which holds and conveys the Agent.   Vehicles can move in any way and in any medium. They are usually expressed obliquely with 'in' or 'by'.		3	Means	
	Access_scenario			A Theme is or is not capable of entering or accessing a Useful_location because of/despite a Barrier.				
		Core	Useful_location	The place or thing that the Theme is headed towards, despite a potential or actual Barrier.		3	Goal	
		Core	Barrier	An entity that (at least potentially) prevents the Theme from getting to the Useful_location.		1		1
		Core	Theme	The Theme whose motion is blocked or free.		1		1
	Visit_host_arrival			The Visitor arrives at the Host_location to visit the Host.				
		Non-Core	Manner	A Manner expression  describes a property of motion which is not directly related to the trajectory of motion.  Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.		0		
		Core	Visitor	The Visitor goes to the Host		3	Visitor	
		Non-Core	Mode_of_transportation	The Mode_of_transportation expresses how the motion of the Visitor is effected, by its body or by a vehicle which holds and conveys the Visitor.   Vehicles can move in any way and in any medium. They are usually expressed obliquely with 'in' or 'by'.		3	Means	
		Core	Host	The Host welcomes the Visitor as a guest. The location strongly associated with the Host serves as the goal of the Visitor's motion.		3	Host	
		Non-Core	Place	The place where the arrival event occurs.		3	Place	
		Non-Core	Means	This FE identifies the Means by which an Visitor arrives.		3	Means	
		Non-Core	Purpose	This FE identifies the purpose for which the Visitor arrives at the Host or Host_location.		3	Purpose	
		Non-Core	Time	This FE identifies the Time when arriving occurs.		1		1
		Non-Core	Normal_location	Normal_location is any expression which implies a definite starting-point of motion. While Normal_location expressions are possible in this frame, they are relatively infrequent.  If present, they often express a general direction from which a Visitor moves, rather than a landmark away from which it moves.		3	Source	
		Non-Core	Path	Path is any description of a trajectory of motion which is neither a Normal_location nor a Host_location.  In this frame, Path expressions almost always have a via-sense.		3	Path	
		Core	Host_location	The Host_location is a location associated with the Host, and is commonly the place of residence or employment of the Host.		3	Goal	
	Arriving			An object Theme moves in the direction of a Goal. The Goal may be expressed or it may be understood from context, but its is always implied by the verb itself.				
		Non-Core	Purpose	This FE identifies the Purpose for which the Theme arrives to the Goal.		3	Purpose	
		Non-Core	Depictive	The Depictive is a phrase which describes the state of the Theme upon arrival. The Princess of Wales arrived smiling.		0		
		Non-Core	Means	This FE identifies the Means by which a Theme arrives.		3	Means	
		Non-Core	Place	This FE identifies the Place where the arriving event occurs.		3	Place	
		Non-Core	Source	Source is any expression which implies a definite starting-point of motion. While Source expressions are possible in this frame, they are relatively infrequent.  If present, they often express a general direction from which a Theme moves, rather than a landmark away from which it moves.The cat approached the bird from behind.She arrived from New York yesterday.		1		1
		Non-Core	Path	Path is any description of a trajectory of motion which is neither a Source nor a Goal.  In this frame, Path expressions almost always have a via-sense.The officer approached the house through the bushes.		3	Path	
		Core	Goal	Goal is any expression that tells where the Theme ends up, or would end up, as a result of the motion. We arrived in Paris before midnight. Although always conceptually present and specific, Goal may sometimes be understood from context, rather than expressed by any separate constituent. Our visitors arrived yesterday.		3	Goal	
		Non-Core	Time	This FE identifies the Time when arriving occurs.		1		1
		Non-Core	Mode_of_transportation	The Mode_of_transportation expresses how the motion of the Theme is effected, by its body or by a vehicle which holds and conveys the Theme.   Vehicles can move in any way and in any medium. They are usually expressed obliquely with 'in' or 'by'.		3	Means	
		Non-Core	Circumstances	Circumstances describe the state of the world (at a particular time and place) which is specifically independent of the event itself and any of its participants.		0		
		Non-Core	Degree	This frame element selects some gradable attribute and modifies the expected value for it.		0		
		Non-Core	Re-encoding	This FE presents the current frame as an integral part of a larger conceptualization expressed by another frame. The frame expressed by the target typically corresponds to a Means action.		0		
		Non-Core	Frequency	How often the Theme arrives at the Goal.		0		
		Non-Core	Cotheme	Cotheme is the second moving object, expressed as a direct object or an oblique. Pat came  with me down the street.		3	Theme	
		Non-Core	Event_description	This FE marks the state of affairs reported by the Arriving Event as understood to play a role in the state of affairs of the modifier.		0		
		Non-Core	Period_of_iterations	The time period within which the arrival repeats multiple times.		0		
		Core	Theme	Theme is the object that moves. It may be an entity that moves under its own power, but it need not be. The officer approached the house.I ducked as the baseball approached my head.		3	Theme	
		Non-Core	New_situation	The New_situation are the state of the Goal when the Theme arrives.		0		
		Non-Core	Manner	A Manner expression  describes a property of motion which is not directly related to the trajectory of motion.  Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.The messenger entered the room clumsily.		0		
	Visiting_scenario_arrival			An Agent arrives at a location that should help them achieve their Purpose. This situation is point-of-view-neutral.				
		Core	Agent	Agent is the object that moves under its own power.		3	Visitor	
		Non-Core	Time	This FE identifies the Time when arriving occurs.		1		1
		Core	Goal	Goal is any expression that tells where the Agent ends up, or would end up, as a result of the motion.  Although always conceptually present and specific, Goal may sometimes be understood from context, rather than expressed by any separate constituent.		3	Goal	
		Non-Core	Purpose	This FE identifies the purpose for which the Agent arrives at the Goal.		3	Purpose	
		Non-Core	Path	Path is any description of a trajectory of motion which is neither a Normal_location nor a Goal.  In this frame, Path expressions almost always have a via-sense.		3	Path	
		Non-Core	Means	This FE identifies the Means by which an Agent arrives.		3	Means	
		Non-Core	Manner	A Manner expression  describes a property of motion which is not directly related to the trajectory of motion.  Descriptions of speed, steadiness, grace, means of motion, and other things count as Manner expressions.		0		
		Non-Core	Mode_of_transportation	The Mode_of_transportation expresses how the motion of the Agent is effected, by its body or by a vehicle which holds and conveys the Agent.   Vehicles can move in any way and in any medium. They are usually expressed obliquely with 'in' or 'by'.		3	Means	
		Non-Core	Place	The place where the visiting occurs		3	Place	
		Non-Core	Normal_location	Normal_location is any expression which implies a definite starting-point of motion. While Normal_location expressions are possible in this frame, they are relatively infrequent.  If present, they often express a general direction from which a Agent moves, rather than a landmark away from which it moves.		3	Source	
Commerce_money-transfer	Commerce_money-transfer			The subframe of the Commercial_transaction frame which involves the transfer of Money from the Buyer to the Seller (in exchange for the Goods).				
		Non-Core	Time	When the event occurs.		1		1
		Non-Core	Place	Where the event takes place.		1		1
		Non-Core	Explanation	The Explanation for which an event occurs.		0		
		Core	Money	Money is the thing given in exchange for Goods in a transaction.		1		1
		Non-Core	Rate	In some cases, price or payment is described per unit of Goods.		1		1
		Non-Core	Manner	A description of the transfer not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of a Buyer, Seller, or Exchangers that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Unit	This FE is any unit in which goods or services can be measured.		0		
		Non-Core	Means	The Means by which a commercial transaction occurs.		0		0
		Core	Exchangers	The individuals participating in the commercial exchange, otherwise encoded as Buyer and Seller.		1		1
		Non-Core	Purpose	The state-of-affairs that the Buyer, Seller, or Exchangers wish to bring about by participating in the exchange.		0		
		Core	Goods	The FE Goods is anything (including labor or time, for example) which is exchanged for Money in a transaction.		1		1
		Core	Buyer	The Buyer wants the Goods and offers Money to a Seller in exchange for them.		1		1
		Core	Seller	The Seller has possession of the Goods and exchanges them for Money from a Buyer.		1		1
	Commerce_goods-transfer			The subframe of the Commercial_transaction in which the Seller gives the Goods to the Buyer (in exchange for the Money).				
		Non-Core	Time	When the event occurs.		1		1
		Core	Buyer	The Buyer wants the Goods and offers Money to a Seller in exchange for them.		3	Buyer	
		Core	Goods	The FE Goods is anything (including labor or time, for example) which is exchanged for Money in a transaction.		3	Goods	
		Non-Core	Place	Where the event takes place.		1		1
		Non-Core	Unit	This FE is any unit in which goods or services can be measured.		0		
		Non-Core	Rate	In some cases, price or payment is described per unit of Goods.		3	Rate	
		Non-Core	Means	The means by which a commercial transaction occurs.		0		
		Core	Seller	The Seller has possession of the Goods and exchanges them for Money from a Buyer.		3	Seller	
		Core	Money	Money is the thing given in exchange for Goods in a transaction.		3	Money	
		Non-Core	Manner	A description of the transfer not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of a Buyer, Seller, or Exchangers that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Core	Exchangers	The Buyer and Seller considered jointly.		3	Exchangers	
		Non-Core	Explanation	The Explanation for which an event occurs.		0		
		Non-Core	Purpose	The state-of-affairs that the Buyer, Seller, or Exchangers wish to bring about by participating in the exchange.		0		
Sending	Sending			A Sender plans the Path (along with Source and Goal) of a Theme and places it in circumstances such that it travels along this Path under the power of some entity other than the Sender.  This frame also has a Recipient distinct from the Goal, as both can be present:				
		Core	Theme	The objects being sent.		1		1
		Non-Core	Container	A container in which the Theme is sent.		0		
		Core	Transport_means	The mode of sending employed.		3	Means	0
		Non-Core	Source	The beginning of the path, similar to source except that it serves to define the path.		1		1
		Core	Recipient	This is the recipient of the sent Theme.		1		1
		Non-Core	Place	A spatial setting encomnpassing the Source location, where the Sending event takes place.		1		1
		Non-Core	Explanation	The Explanation for the sending.		0		
		Core	Sender	This is the person who initiates the movement of the Theme and, unlike Carrying, does not accompany it.		1		1
		Core	Goal	The end of the path and intended goal of the sending.		1		1
		Non-Core	Purpose	The Purpose of the sending.		0		
		Non-Core	Degree	Degree to which event occurs		0		
		Non-Core	Depictive	Depictive phrase describing the Sender or Theme		0		
		Non-Core	Cotheme	An additional theme sent along with the main Theme.		3	Theme	
		Non-Core	Time	When the sending takes place		1		1
		Non-Core	Distance	This FE is any expression characterizing the extent of motion of the Theme. Pat threw the Javelin 50 meters.		0		
		Non-Core	Manner	Manner of performing an action		0		
		Non-Core	Path	Path along which movement occurs.		0		
	Delivery			A Deliverer hands off a Theme to a Recipient or (more indirectly) a Goal location, which is accessible to the Recipient.				
		Core	Recipient	This is the Recipient of the sent Theme.		3	Recipient	
		Non-Core	Manner	Any description of the delivery event  which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously),  secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the Deliverer that affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Circumstances	The conditions under which the delivery takes place.		0		
		Non-Core	Source	The location of the Theme before the delivery process begins.		3	Source	
		Non-Core	Purpose	The Purpose of the delivery.		0		
		Non-Core	Period_of_iterations	The length of time from when the Delivery event began to be repeated to when it stopped.		0		
		Non-Core	Time	When the delivery takes place		1		1
		Core	Goal	The end of the path and intended goal of the sending.		3	Goal	
		Non-Core	Container	A container in which the Theme is delivered.		0		
		Non-Core	Means	The Means are intermediate actions performed by the Deliverer in order to move the package to the Goal.		1		0
		Non-Core	Place	The location at which the delivery takes place.		1		1
		Core	Theme	The objects being delivered.		3	Theme	
		Non-Core	Speed	The Speed at which the Deliverer delivers the Theme.		0		
		Non-Core	Explanation	The Explanation for the delivery.		0		
		Non-Core	Vehicle	The vehicle employed by the Deliverer.		1		1
		Non-Core	Event_description	This FE applies to appraisals of the Delivery event.		0		
		Non-Core	Cotheme	An additional theme delivered along with the main Theme.		3	Theme	
		Non-Core	Depictive	Depictive phrase describing the Deliverer or Theme		0		
		Non-Core	Beneficiary	The person for whom the Delivery action occurs.		0		
		Core	Deliverer	This is the person who completes the movement of the Theme after having transported it.		3	Sender	
		Non-Core	Path	The path along which the Theme moves while being delivered.		0		
	Product_delivery			In order to facilitate the purchase of Goods which start off in a location distant from a Purchaser, a Deliverer transports and hands off the Goods to a Purchaser or (more indirectly) a Goal location which is accessible to the Purchaser.				
		Non-Core	Purpose	The state-of-affairs that the Deliverer hopes to bring about by delivering to the Purchaser.		0		
		Non-Core	Container	A container in which the Goods is delivered.		0		
		Non-Core	Manner	Any description of the delivery event  which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the Deliverer that affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Depictive	The state of the Goods or the Deliverer during the action.		0		
		Non-Core	Explanation	A state-of-affairs that explains why the Goods were delivered.		0		
		Non-Core	Circumstances	The conditions under which the delivery takes place.		0		
		Core	Goal	The end of the path and intended goal of the sending.		3	Goal	
		Non-Core	Speed	The Speed at which the Deliverer delivers the Goods.		0		
		Non-Core	Place	The location at which the delivery takes place.		1		1
		Non-Core	Path	The path along which the Goods move while being delivered.		0		
		Core	Deliverer	This is the person who completes the movement of the Goods after having transported it.		3	Sender	
		Non-Core	Cotheme	An additional theme delivered along with the main Goods.		3	Theme	
		Non-Core	Vehicle	The vehicle employed by the Deliverer.		3	Vehicle	
		Non-Core	Source	The location of the Goods before the delivery process begins.		3	Source	
		Core	Goods	The objects being delivered.		3	Theme	
		Core	Purchaser	The individual who purchases and receives the Goods.		3	Recipient	
		Non-Core	Time	When the delivery takes place		1		1
		Non-Core	Means	The intermediate actions performed by the Deliverer in order to move the Goods to the Goal.		3	Means	
	Transfer			This frame involves a Donor transferring a Theme to a Recipient.				
		Non-Core	Explanation	The Explanation for which an event occurs.		0		
		Core	Donor	The person that begins in possession of the Theme and causes it to be in the possession of the Recipient.		3	Sender	
		Core	Recipient	The entity that ends up in possession of the Theme.		3	Recipient	
		Non-Core	Manner	Any description of the transfer which is not covered by more specific FEs		0		
		Non-Core	Place	Where the event takes place.		1		1
		Non-Core	Means	The action whereby the transfer of the Theme from the Donor to the Recipient is effected.		3	Means	
		Core	Theme	The object that changes ownership.		3	Theme	
		Core	Transferors	The Donor and Recipient conceived of as a unit.		1		1
		Non-Core	Time	When the transfer occurs.		1		1
		Non-Core	Purpose	This FE identifies the purpose for which a Theme is transferred		0		
	Post_transfer			The stage after the Theme is in the possession of the Recipient.				
		Core	Donor	The individual that has just given the Theme away.		3	Sender	
